property,extreme_class,class_label,rank_after_seeded_shuffle,global_row_index,property_value,used_for_svm_fit
FractionCSP3,high,1,168,2930,1.0,False
FractionCSP3,high,1,169,1915,1.0,False
FractionCSP3,high,1,170,4167,1.0,False
FractionCSP3,high,1,171,16842,1.0,False
FractionCSP3,high,1,172,3163,1.0,False
FractionCSP3,high,1,173,2890,1.0,False
FractionCSP3,high,1,174,5326,1.0,False
FractionCSP3,high,1,175,3241,1.0,False
FractionCSP3,high,1,176,6845,1.0,False
FractionCSP3,high,1,177,4554,1.0,False
FractionCSP3,high,1,178,1196,1.0,False
FractionCSP3,high,1,179,8982,1.0,False
FractionCSP3,high,1,180,16404,1.0,False
FractionCSP3,high,1,181,12810,1.0,False
FractionCSP3,high,1,182,16802,1.0,False
FractionCSP3,high,1,183,3860,1.0,False
FractionCSP3,high,1,184,9205,1.0,False
FractionCSP3,high,1,185,2201,1.0,False
FractionCSP3,high,1,186,2049,1.0,False
FractionCSP3,high,1,187,14895,1.0,False
FractionCSP3,high,1,188,5829,1.0,False
FractionCSP3,high,1,189,4364,1.0,False
FractionCSP3,high,1,190,9565,1.0,False
FractionCSP3,high,1,191,12890,1.0,False
FractionCSP3,high,1,192,16730,1.0,False
FractionCSP3,high,1,193,1812,1.0,False
FractionCSP3,high,1,194,12898,1.0,False
FractionCSP3,high,1,195,17931,1.0,False
FractionCSP3,high,1,196,3477,1.0,False
FractionCSP3,high,1,197,8452,1.0,False
FractionCSP3,high,1,198,17917,1.0,False
FractionCSP3,high,1,199,12723,1.0,False
FractionCSP3,low,0,0,1675,0.0,True
FractionCSP3,low,0,1,187,0.0,True
FractionCSP3,low,0,2,3041,0.0,True
FractionCSP3,low,0,3,10427,0.0,True
FractionCSP3,low,0,4,1892,0.0,True
FractionCSP3,low,0,5,6804,0.0,True
FractionCSP3,low,0,6,6349,0.0,True
FractionCSP3,low,0,7,3929,0.0,True
FractionCSP3,low,0,8,7703,0.0,True
FractionCSP3,low,0,9,4838,0.0,True
FractionCSP3,low,0,10,9900,0.0,True
FractionCSP3,low,0,11,7178,0.0,True
FractionCSP3,low,0,12,3720,0.0,True
FractionCSP3,low,0,13,7972,0.0,True
FractionCSP3,low,0,14,1391,0.0,True
FractionCSP3,low,0,15,3022,0.0,True
FractionCSP3,low,0,16,7136,0.0,True
FractionCSP3,low,0,17,3009,0.0,True
FractionCSP3,low,0,18,8285,0.0,True
FractionCSP3,low,0,19,7782,0.0,True
FractionCSP3,low,0,20,6885,0.0,True
FractionCSP3,low,0,21,9996,0.0,True
FractionCSP3,low,0,22,92,0.0,True
FractionCSP3,low,0,23,5206,0.0,True
FractionCSP3,low,0,24,3063,0.0,True
FractionCSP3,low,0,25,10595,0.0,True
FractionCSP3,low,0,26,8276,0.0,True
FractionCSP3,low,0,27,6332,0.0,True
FractionCSP3,low,0,28,8402,0.0,True
FractionCSP3,low,0,29,3179,0.0,True
FractionCSP3,low,0,30,11053,0.0,True
FractionCSP3,low,0,31,3586,0.0,True
FractionCSP3,low,0,32,8793,0.0,True
FractionCSP3,low,0,33,7057,0.0,True
FractionCSP3,low,0,34,7003,0.0,True
FractionCSP3,low,0,35,8948,0.0,True
FractionCSP3,low,0,36,8280,0.0,True
FractionCSP3,low,0,37,559,0.0,True
FractionCSP3,low,0,38,9154,0.0,True
FractionCSP3,low,0,39,7927,0.0,True
FractionCSP3,low,0,40,363,0.0,True
FractionCSP3,low,0,41,26,0.0,True
FractionCSP3,low,0,42,259,0.0,True
FractionCSP3,low,0,43,3498,0.0,True
FractionCSP3,low,0,44,3934,0.0,True
FractionCSP3,low,0,45,7300,0.0,True
FractionCSP3,low,0,46,7792,0.0,True
FractionCSP3,low,0,47,6969,0.0,True
FractionCSP3,low,0,48,7753,0.0,True
FractionCSP3,low,0,49,6109,0.0,True
FractionCSP3,low,0,50,7625,0.0,True
FractionCSP3,low,0,51,4736,0.0,True
FractionCSP3,low,0,52,3759,0.0,True
FractionCSP3,low,0,53,7469,0.0,True
FractionCSP3,low,0,54,2555,0.0,True
FractionCSP3,low,0,55,11028,0.0,True
FractionCSP3,low,0,56,3620,0.0,True
FractionCSP3,low,0,57,8141,0.0,True
FractionCSP3,low,0,58,8529,0.0,True
FractionCSP3,low,0,59,9325,0.0,True
FractionCSP3,low,0,60,5137,0.0,True
FractionCSP3,low,0,61,8994,0.0,True
FractionCSP3,low,0,62,9759,0.0,True
FractionCSP3,low,0,63,4850,0.0,True
FractionCSP3,low,0,64,6571,0.0,True
FractionCSP3,low,0,65,4348,0.0,True
FractionCSP3,low,0,66,9162,0.0,True
FractionCSP3,low,0,67,9634,0.0,True
FractionCSP3,low,0,68,9592,0.0,True
FractionCSP3,low,0,69,8415,0.0,True
FractionCSP3,low,0,70,1039,0.0,True
FractionCSP3,low,0,71,3727,0.0,True
FractionCSP3,low,0,72,1571,0.0,True
FractionCSP3,low,0,73,7690,0.0,True
FractionCSP3,low,0,74,660,0.0,True
FractionCSP3,low,0,75,903,0.0,True
FractionCSP3,low,0,76,4055,0.0,True
FractionCSP3,low,0,77,9297,0.0,True
FractionCSP3,low,0,78,5860,0.0,True
FractionCSP3,low,0,79,3613,0.0,True
FractionCSP3,low,0,80,6761,0.0,True
FractionCSP3,low,0,81,4725,0.0,True
FractionCSP3,low,0,82,5403,0.0,True
FractionCSP3,low,0,83,1380,0.0,True
FractionCSP3,low,0,84,2235,0.0,True
FractionCSP3,low,0,85,6085,0.0,True
FractionCSP3,low,0,86,5792,0.0,True
FractionCSP3,low,0,87,5588,0.0,True
FractionCSP3,low,0,88,8116,0.0,True
FractionCSP3,low,0,89,11567,0.0,True
FractionCSP3,low,0,90,4069,0.0,True
FractionCSP3,low,0,91,4570,0.0,True
FractionCSP3,low,0,92,8959,0.0,True
FractionCSP3,low,0,93,156,0.0,True
FractionCSP3,low,0,94,3270,0.0,True
FractionCSP3,low,0,95,951,0.0,True
FractionCSP3,low,0,96,3940,0.0,True
FractionCSP3,low,0,97,8150,0.0,True
FractionCSP3,low,0,98,6810,0.0,True
FractionCSP3,low,0,99,6657,0.0,True
FractionCSP3,low,0,100,7177,0.0,True
FractionCSP3,low,0,101,10960,0.0,True
FractionCSP3,low,0,102,6289,0.0,True
FractionCSP3,low,0,103,5280,0.0,True
FractionCSP3,low,0,104,2215,0.0,True
FractionCSP3,low,0,105,3037,0.0,True
FractionCSP3,low,0,106,8174,0.0,True
FractionCSP3,low,0,107,4568,0.0,True
FractionCSP3,low,0,108,6522,0.0,True
FractionCSP3,low,0,109,1277,0.0,True
FractionCSP3,low,0,110,5028,0.0,True
FractionCSP3,low,0,111,1435,0.0,True
FractionCSP3,low,0,112,1841,0.0,True
FractionCSP3,low,0,113,9909,0.0,True
FractionCSP3,low,0,114,635,0.0,True
FractionCSP3,low,0,115,2349,0.0,True
FractionCSP3,low,0,116,10751,0.0,True
FractionCSP3,low,0,117,623,0.0,True
FractionCSP3,low,0,118,11479,0.0,True
FractionCSP3,low,0,119,4607,0.0,True
FractionCSP3,low,0,120,2936,0.0,True
FractionCSP3,low,0,121,4883,0.0,True
FractionCSP3,low,0,122,6010,0.0,True
FractionCSP3,low,0,123,11326,0.0,True
FractionCSP3,low,0,124,7987,0.0,True
FractionCSP3,low,0,125,949,0.0,True
FractionCSP3,low,0,126,2621,0.0,True
FractionCSP3,low,0,127,11562,0.0,True
FractionCSP3,low,0,128,2484,0.0,True
FractionCSP3,low,0,129,1464,0.0,True
FractionCSP3,low,0,130,1912,0.0,True
FractionCSP3,low,0,131,5374,0.0,True
FractionCSP3,low,0,132,5880,0.0,True
FractionCSP3,low,0,133,7000,0.0,True
FractionCSP3,low,0,134,762,0.0,True
FractionCSP3,low,0,135,8523,0.0,True
FractionCSP3,low,0,136,3983,0.0,True
FractionCSP3,low,0,137,6362,0.0,True
FractionCSP3,low,0,138,5138,0.0,True
FractionCSP3,low,0,139,11092,0.0,True
FractionCSP3,low,0,140,10309,0.0,False
FractionCSP3,low,0,141,1926,0.0,False
FractionCSP3,low,0,142,11327,0.0,False
FractionCSP3,low,0,143,8453,0.0,False
FractionCSP3,low,0,144,6713,0.0,False
FractionCSP3,low,0,145,9379,0.0,False
FractionCSP3,low,0,146,1660,0.0,False
FractionCSP3,low,0,147,11040,0.0,False
FractionCSP3,low,0,148,3040,0.0,False
FractionCSP3,low,0,149,6089,0.0,False
FractionCSP3,low,0,150,9291,0.0,False
FractionCSP3,low,0,151,2592,0.0,False
FractionCSP3,low,0,152,5334,0.0,False
FractionCSP3,low,0,153,9491,0.0,False
FractionCSP3,low,0,154,2588,0.0,False
FractionCSP3,low,0,155,6001,0.0,False
FractionCSP3,low,0,156,8610,0.0,False
FractionCSP3,low,0,157,2247,0.0,False
FractionCSP3,low,0,158,10390,0.0,False
FractionCSP3,low,0,159,6238,0.0,False
FractionCSP3,low,0,160,4687,0.0,False
FractionCSP3,low,0,161,7066,0.0,False
FractionCSP3,low,0,162,9987,0.0,False
FractionCSP3,low,0,163,7870,0.0,False
FractionCSP3,low,0,164,9911,0.0,False
FractionCSP3,low,0,165,9813,0.0,False
FractionCSP3,low,0,166,8230,0.0,False
FractionCSP3,low,0,167,7894,0.0,False
FractionCSP3,low,0,168,6433,0.0,False
FractionCSP3,low,0,169,8390,0.0,False
FractionCSP3,low,0,170,7292,0.0,False
FractionCSP3,low,0,171,10825,0.0,False
FractionCSP3,low,0,172,4158,0.0,False
FractionCSP3,low,0,173,2479,0.0,False
FractionCSP3,low,0,174,9650,0.0,False
FractionCSP3,low,0,175,3500,0.0,False
FractionCSP3,low,0,176,11502,0.0,False
FractionCSP3,low,0,177,3879,0.0,False
FractionCSP3,low,0,178,5491,0.0,False
FractionCSP3,low,0,179,9512,0.0,False
FractionCSP3,low,0,180,810,0.0,False
FractionCSP3,low,0,181,3945,0.0,False
FractionCSP3,low,0,182,11268,0.0,False
FractionCSP3,low,0,183,2787,0.0,False
FractionCSP3,low,0,184,1559,0.0,False
FractionCSP3,low,0,185,8838,0.0,False
FractionCSP3,low,0,186,7881,0.0,False
FractionCSP3,low,0,187,2083,0.0,False
FractionCSP3,low,0,188,5589,0.0,False
FractionCSP3,low,0,189,4832,0.0,False
FractionCSP3,low,0,190,5505,0.0,False
FractionCSP3,low,0,191,9875,0.0,False
FractionCSP3,low,0,192,5158,0.0,False
FractionCSP3,low,0,193,5567,0.0,False
FractionCSP3,low,0,194,10778,0.0,False
FractionCSP3,low,0,195,464,0.0,False
FractionCSP3,low,0,196,8597,0.0,False
FractionCSP3,low,0,197,69,0.0,False
FractionCSP3,low,0,198,2156,0.0,False
FractionCSP3,low,0,199,3751,0.0,False
HBA,high,1,0,89751,12.0,True
HBA,high,1,1,221957,14.0,True
HBA,high,1,2,642720,13.0,True
HBA,high,1,3,719086,14.0,True
HBA,high,1,4,613013,14.0,True
HBA,high,1,5,641289,16.0,True
HBA,high,1,6,328284,13.0,True
HBA,high,1,7,170309,12.0,True
HBA,high,1,8,77509,12.0,True
HBA,high,1,9,93401,13.0,True
HBA,high,1,10,86960,14.0,True
HBA,high,1,11,201979,12.0,True
HBA,high,1,12,580646,13.0,True
HBA,high,1,13,208371,14.0,True
HBA,high,1,14,45060,12.0,True
HBA,high,1,15,265381,12.0,True
HBA,high,1,16,241273,12.0,True
HBA,high,1,17,605194,14.0,True
HBA,high,1,18,32511,12.0,True
HBA,high,1,19,34437,13.0,True
HBA,high,1,20,731936,13.0,True
HBA,high,1,21,230888,12.0,True
HBA,high,1,22,96224,12.0,True
HBA,high,1,23,8139,12.0,True
HBA,high,1,24,228825,12.0,True
HBA,high,1,25,89898,12.0,True
HBA,high,1,26,221523,14.0,True
HBA,high,1,27,264578,12.0,True
HBA,high,1,28,76344,12.0,True
HBA,high,1,29,128330,12.0,True
HBA,high,1,30,303690,13.0,True
HBA,high,1,31,219868,13.0,True
HBA,high,1,32,554080,13.0,True
HBA,high,1,33,37494,13.0,True
HBA,high,1,34,87732,15.0,True
HBA,high,1,35,443980,13.0,True
HBA,high,1,36,81227,12.0,True
HBA,high,1,37,18207,12.0,True
HBA,high,1,38,192171,12.0,True
HBA,high,1,39,484425,13.0,True
HBA,high,1,40,229136,12.0,True
HBA,high,1,41,496401,14.0,True
HBA,high,1,42,294305,16.0,True
HBA,high,1,43,349773,14.0,True
HBA,high,1,44,175425,12.0,True
HBA,high,1,45,189230,13.0,True
HBA,high,1,46,536799,13.0,True
HBA,high,1,47,28039,15.0,True
HBA,high,1,48,83890,13.0,True
HBA,high,1,49,373151,13.0,True
HBA,high,1,50,359665,13.0,True
HBA,high,1,51,501738,13.0,True
HBA,high,1,52,418857,13.0,True
HBA,high,1,53,250689,14.0,True
HBA,high,1,54,584728,13.0,True
HBA,high,1,55,21932,12.0,True
HBA,high,1,56,213409,12.0,True
HBA,high,1,57,473495,13.0,True
HBA,high,1,58,156380,16.0,True
HBA,high,1,59,378936,13.0,True
HBA,high,1,60,432612,14.0,True
HBA,high,1,61,314717,16.0,True
HBA,high,1,62,43406,12.0,True
HBA,high,1,63,335021,13.0,True
HBA,high,1,64,211820,13.0,True
HBA,high,1,65,541255,13.0,True
HBA,high,1,66,86947,13.0,True
HBA,high,1,67,179639,13.0,True
HBA,high,1,68,54529,13.0,True
HBA,high,1,69,265099,14.0,True
HBA,high,1,70,90451,12.0,True
HBA,high,1,71,349145,15.0,True
HBA,high,1,72,612245,13.0,True
HBA,high,1,73,687758,13.0,True
HBA,high,1,74,648923,17.0,True
HBA,high,1,75,274624,12.0,True
HBA,high,1,76,385611,13.0,True
HBA,high,1,77,161997,13.0,True
HBA,high,1,78,616644,13.0,True
HBA,high,1,79,330717,13.0,True
HBA,high,1,80,616666,14.0,True
HBA,high,1,81,8672,12.0,True
HBA,high,1,82,135204,12.0,True
HBA,high,1,83,226022,12.0,True
HBA,high,1,84,452943,15.0,True
HBA,high,1,85,106700,12.0,True
HBA,high,1,86,787816,13.0,True
HBA,high,1,87,364881,16.0,True
HBA,high,1,88,374770,13.0,True
HBA,high,1,89,782091,13.0,True
HBA,high,1,90,776478,14.0,True
HBA,high,1,91,180274,12.0,True
HBA,high,1,92,24155,12.0,True
HBA,high,1,93,767996,13.0,True
HBA,high,1,94,787015,13.0,True
HBA,high,1,95,241679,12.0,True
HBA,high,1,96,57882,12.0,True
HBA,high,1,97,10717,12.0,True
HBA,high,1,98,584239,13.0,True
HBA,high,1,99,167865,12.0,True
HBA,high,1,100,261367,12.0,True
HBA,high,1,101,361475,13.0,True
HBA,high,1,102,700342,14.0,True
HBA,high,1,103,429456,13.0,True
HBA,high,1,104,792194,13.0,True
HBA,high,1,105,21347,14.0,True
HBA,high,1,106,246650,12.0,True
HBA,high,1,107,323961,13.0,True
HBA,high,1,108,94188,12.0,True
HBA,high,1,109,702729,13.0,True
HBA,high,1,110,208391,12.0,True
HBA,high,1,111,240544,13.0,True
HBA,high,1,112,274129,12.0,True
HBA,high,1,113,609105,13.0,True
HBA,high,1,114,439182,13.0,True
HBA,high,1,115,528478,13.0,True
HBA,high,1,116,254328,13.0,True
HBA,high,1,117,688335,13.0,True
HBA,high,1,118,94199,14.0,True
HBA,high,1,119,86245,12.0,True
HBA,high,1,120,448879,13.0,True
HBA,high,1,121,483374,13.0,True
HBA,high,1,122,383940,13.0,True
HBA,high,1,123,137567,12.0,True
HBA,high,1,124,121071,13.0,True
HBA,high,1,125,178049,13.0,True
HBA,high,1,126,200131,12.0,True
HBA,high,1,127,507832,13.0,True
HBA,high,1,128,222263,13.0,True
HBA,high,1,129,115353,12.0,True
HBA,high,1,130,80846,12.0,True
HBA,high,1,131,784332,13.0,True
HBA,high,1,132,220151,12.0,True
HBA,high,1,133,658192,13.0,True
HBA,high,1,134,254717,13.0,True
HBA,high,1,135,147796,12.0,True
HBA,high,1,136,128009,15.0,True
HBA,high,1,137,657506,13.0,True
HBA,high,1,138,57332,12.0,True
HBA,high,1,139,167268,13.0,True
HBA,high,1,140,87713,16.0,False
HBA,high,1,141,635187,14.0,False
HBA,high,1,142,752935,13.0,False
HBA,high,1,143,728124,15.0,False
HBA,high,1,144,216857,12.0,False
HBA,high,1,145,63716,13.0,False
HBA,high,1,146,316169,13.0,False
HBA,high,1,147,112296,12.0,False
HBA,high,1,148,619093,14.0,False
HBA,high,1,149,212282,13.0,False
HBA,high,1,150,155223,12.0,False
HBA,high,1,151,1250,12.0,False
HBA,high,1,152,90265,12.0,False
HBA,high,1,153,565538,13.0,False
HBA,high,1,154,97926,12.0,False
HBA,high,1,155,166526,15.0,False
HBA,high,1,156,42339,12.0,False
HBA,high,1,157,647843,14.0,False
HBA,high,1,158,173685,12.0,False
HBA,high,1,159,156419,13.0,False
HBA,high,1,160,111185,13.0,False
HBA,high,1,161,119676,12.0,False
HBA,high,1,162,187538,14.0,False
HBA,high,1,163,159443,12.0,False
HBA,high,1,164,611181,15.0,False
HBA,high,1,165,148174,13.0,False
HBA,high,1,166,589326,13.0,False
HBA,high,1,167,26689,12.0,False
HBA,high,1,168,403223,14.0,False
HBA,high,1,169,698448,15.0,False
HBA,high,1,170,667142,14.0,False
HBA,high,1,171,219971,12.0,False
HBA,high,1,172,547744,14.0,False
HBA,high,1,173,366425,14.0,False
HBA,high,1,174,116121,13.0,False
HBA,high,1,175,549487,14.0,False
HBA,high,1,176,316632,13.0,False
HBA,high,1,177,14173,13.0,False
HBA,high,1,178,454650,16.0,False
HBA,high,1,179,538600,13.0,False
HBA,high,1,180,189766,12.0,False
HBA,high,1,181,36024,12.0,False
HBA,high,1,182,218782,12.0,False
HBA,high,1,183,623121,14.0,False
HBA,high,1,184,601383,13.0,False
HBA,high,1,185,139224,14.0,False
HBA,high,1,186,25987,14.0,False
HBA,high,1,187,121749,12.0,False
HBA,high,1,188,174788,13.0,False
HBA,high,1,189,770681,14.0,False
HBA,high,1,190,612563,13.0,False
HBA,high,1,191,39944,12.0,False
HBA,high,1,192,215360,12.0,False
HBA,high,1,193,551308,15.0,False
HBA,high,1,194,41237,12.0,False
HBA,high,1,195,254647,12.0,False
HBA,high,1,196,597680,14.0,False
HBA,high,1,197,499696,13.0,False
HBA,high,1,198,251772,12.0,False
HBA,high,1,199,26627,12.0,False
HBA,low,0,0,4938,0.0,True
HBA,low,0,1,469,0.0,True
HBA,low,0,2,10473,0.0,True
HBA,low,0,3,40389,0.0,True
HBA,low,0,4,5479,0.0,True
HBA,low,0,5,24160,0.0,True
HBA,low,0,6,21734,0.0,True
HBA,low,0,7,13302,0.0,True
HBA,low,0,8,28634,0.0,True
HBA,low,0,9,16517,0.0,True
HBA,low,0,10,39040,0.0,True
HBA,low,0,11,25893,0.0,True
HBA,low,0,12,11436,0.0,True
HBA,low,0,13,29843,0.0,True
HBA,low,0,14,3458,0.0,True
HBA,low,0,15,9970,0.0,True
HBA,low,0,16,25490,0.0,True
HBA,low,0,17,9532,0.0,True
HBA,low,0,18,32284,0.0,True
HBA,low,0,19,28713,0.0,True
HBA,low,0,20,24678,0.0,True
HBA,low,0,21,39748,0.0,True
HBA,low,0,22,430,0.0,True
HBA,low,0,23,18570,0.0,True
HBA,low,0,24,10499,0.0,True
HBA,low,0,25,40474,0.0,True
HBA,low,0,26,32092,0.0,True
HBA,low,0,27,21629,0.0,True
HBA,low,0,28,33102,0.0,True
HBA,low,0,29,11005,0.0,True
HBA,low,0,30,41470,0.0,True
HBA,low,0,31,11165,0.0,True
HBA,low,0,32,34155,0.0,True
HBA,low,0,33,25222,0.0,True
HBA,low,0,34,25153,0.0,True
HBA,low,0,35,34337,0.0,True
HBA,low,0,36,32156,0.0,True
HBA,low,0,37,1180,0.0,True
HBA,low,0,38,34632,0.0,True
HBA,low,0,39,29658,0.0,True
HBA,low,0,40,777,0.0,True
HBA,low,0,41,240,0.0,True
HBA,low,0,42,481,0.0,True
HBA,low,0,43,11042,0.0,True
HBA,low,0,44,13359,0.0,True
HBA,low,0,45,27528,0.0,True
HBA,low,0,46,28930,0.0,True
HBA,low,0,47,24893,0.0,True
HBA,low,0,48,28674,0.0,True
