sample_id,canonical_smiles,exact_nearest_tanimoto,nearest_training_id_exact,search_threshold_used
148,C=CC1CC(=O)C2=CC=CC=C1CC=C(F)C=C(NC=CC#N)C=C(C=NOC)OC=CC=C2OC,0.19801980257034302,229122,0.15
149,C=C(C)NCC(=CC(=O)NC)OC(=O)C=C(Cl)C=CC=CC=CC,0.3199999928474426,600836,0.2
150,O=C1C=C(CC=C2NC3=NC=CCC23)CNC=NCCCN1,0.23076923191547394,102369,0.2
151,[CH]CCNS(=O)C(C=CC1=CCOCC1CC=C)OCC1CC=C(C=O)C1=O,0.2647058963775635,129988,0.2
152,CC[C@H]1Cc2occ(Br)n(C)ncc2C(=COC=C(C)C=CNC(=O)OC=N)SNN1,0.2298850566148758,30502,0.2
153,CCOC(=O)C#CNC=CC=C(C=O)OC,0.3947368562221527,152263,0.2
154,O=COC1=CC=C2C(Cl)=CNCCC3N4C=CC=CC4=CC23C=CO1,0.20000000298023224,65259,0.2
155,C=CNC1=NC=CC1CNC(O)C=C(F)NC=CF,0.18571428954601288,413106,0.15
156,CCCC1=CC(Br)=CC(=C2CNC2=O)N1C(O)C(C)=O,0.2542372941970825,138978,0.2
157,NS(=O)(=O)NCC1=CCC(F)C1,0.3095238208770752,165597,0.2
158,C=CCO[SH](C)C1(C)OC=CN2C=CC3=CC=NC=CC31NC=C2OCC,0.20000000298023224,357389,0.2
159,CC=NC=C1C(=O)CCN2SC1=CCNC(C1CC=CCC1)CCNC2=O,0.22891566157341003,583554,0.2
160,N=C1C2=C(O)[C@H](C[CH]C=CC=COCCC2)CC(NC(=O)C=CC=O)=CN1F,0.2073170691728592,391388,0.2
161,NCC1OCN=CN(CC=O)CC=CCC(=O)C2(O)CC(CC=CCC2Br)O1,0.23880596458911896,409659,0.2
162,CC1(OCO[C@H](N)OC(Br)=CC=O)CCNC2(CC=CC=C2C=N)C1,0.21686747670173645,120640,0.2
163,CSC1NC=C2C=CC(=O)C3(C=CN(Cl)C3)N3CC1(C)C=C2C(=O)O3,0.20000000298023224,484953,0.2
164,CC1[C]2C=CN3C(Br)=C(C[C@@H]3C[C@H]1C)C(c1c(F)cccc1Cl)=NC2,0.328125,393563,0.2
165,C=COC(=N)CCN1OC=C(CNO)O1,0.2181818187236786,409104,0.2
166,CNC(=O)CCC=CC(O)C1C=CC=NN=C1C(C)=CC=C(I)C=CC=CC(=O)CS,0.2133333384990692,48796,0.2
167,COC(=O)CNCC(F)F,0.6785714030265808,257843,0.2
168,CCCC=CCN=C(OC=CC(Cl)=NC=CN)C(=O)C1=CC(O)C=CCC1,0.23076923191547394,431726,0.2
169,CC1=CC(=CC2C=C[C]3CSC=CC=CCC(=O)N3C=CCC(=O)O2)C=CC1,0.22857142984867096,222703,0.2
170,C=CC=NCC=CC=CC=O,0.3870967626571655,296937,0.2
171,CCN(CC)C1NC=C(C)C[C@H]1NCC1C2=C1COC(Br)=C2,0.24637681245803833,269594,0.2
172,CNCCC=CCC=CC=CC=CC=CC=C(C=O)C[C]1C=CCC=C(C=O)O1,0.2666666805744171,625750,0.2
173,CCN1N=CCNC=C(N)N=C1C,0.25581395626068115,104748,0.2
174,CC=CON=C(C=C1OCC(O)(C(C)=C(C)N)OC=C1C)C(N)C(=O)C=CC,0.22857142984867096,528102,0.2
175,CC=C1NC=COC2=C1CC(NCC)[C]C=C1C=C(C2)C2COC(C)C2=N1,0.1627907007932663,510621,0.15
176,C[CH]CCC[C@H]1C[C@H]1C[CH]CCCOC=NC=C(Br)CC(C)=O,0.31147539615631104,567250,0.2
177,CC=CC=CC(O)N1C=C(CSN=CC=C(N)Cl)NC=C1CF,0.1875,127110,0.15
178,CC1=CCOC#C1,0.2647058963775635,516221,0.2
179,CC#CCN(N)C=C1C(C(=O)OC)=CC1[SH]1C(NCO)=C(C)CCS[PH]1=O,0.2368421107530594,585653,0.2
180,CC(=C[SH]=O)C1CCCC1=O,0.4848484992980957,529301,0.2
181,CC(=O)OC=CCC(F)C(F)N1CC(NO)C2=CC1C(C[CH]C=O)=CC2,0.26229506731033325,507538,0.2
182,C=NC(C)C1=C(N)C2=CC1=CC(/C(N)=C/C1=CC=CCC1)C=C2C(=O)NCF,0.2266666740179062,371912,0.2
183,CN=Nc1ccccncc(OC=C2CC[CH]C(C)C(N)=CC(F)=CC2F)cc1,0.2432432472705841,258221,0.2
184,CONC(=O)C=CC=C(Cl)C=NC=C(C)C=CNC=CF,0.26530611515045166,598504,0.2
185,COC1C=CC(=N)C=CC(Cl)=C1NC(=O)Cc1cccc(C)c1OCC(F)F,0.3142857253551483,574513,0.2
186,CCC=c1cc2c(CNC(F)=CC=CC=CO)c(C)[nH]ccc1=CC2,0.2222222238779068,30434,0.2
187,COC=C(C)C=C(F)C=CCCC(C)(C=CNC(=O)C=CC(F)=CNN)CC(C)F,0.2467532455921173,138283,0.2
188,CCNC(=O)C(Br)=CCNC(=O)C(O)C(Cl)=CC(=O)N1CCC(=O)OC1C,0.26153847575187683,580894,0.2
189,C=CC=C(Cl)C=CC(F)C=C1CCOCC(F)(Cl)SC(=O)N1,0.22727273404598236,557727,0.2
190,O=C(Cl)O[C@H](CCl)CCCO,0.5333333611488342,27849,0.2
191,CCC=C1C[C@@H](C)[C](O)[C](C)[C]1C(C)=CC(=O)O,0.31707316637039185,125662,0.2
192,C=CC(=CCNCCOCC)N1CCOC(C=CCF)C(n2cccc2C=CC=CC)=COC1,0.23232322931289673,259486,0.2
193,CNCC1C=CSCC1C=O,0.2750000059604645,81896,0.2
194,C[N+]C=CC(N)CC(=O)CO[C@H](Cl)[CH]Cc1ccccc1Cl,0.3636363744735718,217462,0.2
195,CC(=CCl)C1C=C(C(=O)OCC2=CC(Cl)=CC(Cl)C2C)C(F)c2cccc1n2,0.27272728085517883,311690,0.2
196,CC(=N)C1CN2C=CC1(C)N=C2C=CC=CC=COS(=O)C=CCC=NCC(C)=O,0.2298850566148758,141731,0.2
197,CC=NNC=CC=CC1C2=CC=COC2C[C@@H](CNC(=O)CCOC(C)=O)C=CC1Cl,0.2405063360929489,391924,0.2
198,CCNC=C1C(C)CC(N)(CF)C1O,0.25,217206,0.2
199,[CH]CC(=O)N[C@H](COC)COC=O,0.39534884691238403,120506,0.2
200,CCNC(=S)C=C1C=CC(=O)C(C=CC(Cl)=CC(C=O)C=CC=CF)C1,0.232876718044281,178805,0.2
201,CC=C(C)C(=O)NC(N)CCCl,0.3636363744735718,550814,0.2
202,CC1=CC(=O)C2=CC(=COC(=O)C3NC3=CC=CC=COC2SCN)N1,0.2153846174478531,123369,0.2
203,CCCON=C1C=NC(C)C2=CN=C=CC=CC=CNC(=C1)[C@@H]2CC=CC=CF,0.17105263471603394,505244,0.15
204,CC=NC1=C2CC(=CC(=O)C(NBr)C=CC(C=CC(Cl)=CC)C1)C1=NOC2C1,0.2261904776096344,518180,0.2
205,[CH]C1(C)CCC(F)N2CCNC=NCC=CO[C](C=NC1(C)CF)CC2,0.1927710771560669,132346,0.15
206,CC(O)C=C(Cl)CC=CC1=CC(S(C)=O)=CC#CN1,0.23636363446712494,239155,0.2
207,C[CH]CC=CC=C(Cl)C=CC=CNOCC=C1CC=C(F)N1CC=COC,0.20253165066242218,60567,0.2
208,CC=CC(C=NC=CCBr)=C(C)NC=CC=CNC(=O)O[SH](C)(C)=O,0.26923078298568726,446251,0.2
209,C=CC=CC=C(Cl)OC1(C)CNC(=O)OCC(=CSCC)NC(C)C(O)=NC=CN1,0.23170731961727142,312310,0.2
210,O=C1OC2C=COCC1(C=CCNCCCF)C1(Cl)C=CC=C1CC2,0.2380952388048172,497978,0.2
211,CCNC(=O)C1N=C1F,0.4193548262119293,579692,0.2
212,CC1=NC=CC(C=NO)C(C2CC2N)C(C)(CC2OC=CN=C2C(=O)CCSC=O)COC1,0.18691588938236237,547488,0.15
213,CCC12C=CC=CC(C=CC1=O)C1=CC=CN=CC=C[SH]1CN2,0.2222222238779068,465814,0.2
214,[CH]CCC=CC[C](O)C1=CC(Cl)=CNCC[C@H]2CSC12,0.20000000298023224,88102,0.2
215,CC(=O)OC=C1OC(C)=CC1=O,0.44186046719551086,364216,0.2
216,COC=C=C=C1CC=CC(=O)C(CCl)CC[C@H](C(=O)CO)C(C2=CN=C(C)C2CCF)C1,0.25,319710,0.2
217,CC1=C(F)CC1=O,0.3571428656578064,455872,0.2
218,CCO[CH]CC(N)C=COC=CN=O,0.2750000059604645,86854,0.2
219,CCC1(NC)C2=CN1C=C(F)C1=CN=CC3OCNC4=C3N=CN=C1C(N=CNC=C2)N4,0.16981132328510284,327836,0.15
220,CC(=CCC=CC=C(C)C(N)=O)OCC12C=CCCOCC=CC(C=C1)OC2,0.24390244483947754,4086,0.2
221,CCOC=CNCC=NC1=C2C(=O)CC(F)=CC1C=C(C)C(=NO)C2CCl,0.23999999463558197,44485,0.2
222,CC1C=C(NCC=O)C(=O)OC(=N)C(=O)C=C1C=CCF,0.2857142984867096,263229,0.2
223,CC([CH][C@H](F)C(=O)C=CCC[C]CF)=NN=CC(=O)[C@@H](C)O,0.25,217864,0.2
224,CNC1OC=C(C=CC2=CCCC(=O)OCCN2)NC=COC(C)C1C(Cl)CCl,0.26582279801368713,264171,0.2
225,CCC(=O)NC(Cl)=CC=CC(=O)C=C(O)CSC=N,0.25999999046325684,127462,0.2
226,C=C(C)C1OCC1NC(=O)C(C=C(Cl)C=NCC(C)CN)C(=CC1=CO1)CCl,0.23255814611911774,455197,0.2
227,C=CC=CC(=O)C=CC(Br)=NC1OCCC(C=CCC)=C[CH]OS1=O,0.23076923191547394,624720,0.2
